asin,category,query,name,product_category,instruction_text,attributes,goal_options,weight
B09R5R4K7N,electronics,wearable technology,"[6 Pack] D & K Exclusives Compatible with Apple Watch 44mm Case with Tempered Glass Screen Protector, Hard PC Case Overall Protective Case for Men Women iWatch Series 6/5/4/SE, Assorted Colors",Cell Phones & Accessories › Accessories › Smartwatch Accessories › Smartwatch Cases,i'm looking for a tempered glass screen protector that is compatible with a 42 mm size apple watch,"['compatible apple', 'tempered glass']",['42 mm'],1
B00BM1WO7I,beauty,body makeup,"NARS Radiant Creamy Concealer, Amande, 0.22 Fl Oz",Beauty & Personal Care › Makeup › Face › Concealers & Neutralizers,i am looking for honey color alcohol free creamy concealer,['alcohol free'],['honey'],1
B07F8PVCBQ,fashion,women's shorts,COLO Booty Shorts Naughty Scrunch Butt Lifting Leggings Workout High Waisted Textured Bottom,Sports & Outdoors › Clothing › Men › Shorts & Pants › Shorts,i would like a extra large pair of peach butt purple shorts with a high waist,['high waist'],"['b-peach butt purple', 'x-large']",1
B08HJMVQTW,beauty,deodorants & antiperspirants,"Type:A Natural Deodorant For Women | Fresh Rain + Bergamot - Aluminum Free Deodorant with Charcoal and Aloe, Safe For Sensitive Skin | The Innovator - 2.8oz Dry Touch Cream Deodorant (3 Pack)",Beauty & Personal Care › Personal Care › Deodorants & Antiperspirants › Deodorant,"i will surely succeed with your help. check my order natural deodorant for women | fresh rain + coconut oil - safe for sensitive skin |fresh rain, white floral (2 packages)",['sensitive skin'],[],1
B07JFCQ32Z,electronics,mac,"Funut Compatible with MacBook Air 13 Inch Case A1466 A1369 Release 2017-2010, Rubber Plastic Hard Shell Case Matte Coated Soft Touch Cover Fashion Style for Mac Air 13.3 Inch A1466 A1369,Cartoon Brain","Electronics › Computers & Accessories › Laptop Accessories › Bags, Cases & Sleeves › Hard Shell Cases","i'm looking for a rubber plastic light weight 11colorful map case cover for (a1502 | a1425) macbook pro 13"" retina","['light weight', 'case cover']","['11colorful map', '(a1502 | a1425) macbook pro 13"" retina']",1
B09QK4LW5H,electronics,soundbars,"Entatial Portable Computer Speaker, Soundbar, Plug and Play Speaker, for Desktop Computer Projectors",Electronics › Computers & Accessories › Computer Accessories & Peripherals › Audio & Video Accessories › Computer Speakers,i'm looking for a portable computer speakers that has plug play and power amplifier,"['plug play', 'power amplifier']",[],1
B09F1S8HL4,beauty,face makeup,"ZOE Skincare Natural GOAT MILK Nourishing Face Cream​ | Vitamin E, Vitamin C, Organic Rosemary, Organic Jojoba, Organic Aloe Leaf, Organic Coconut | Cruelty Free",Beauty & Personal Care › Skin Care › Face › Creams & Moisturizers › Face Moisturizers,most people like sensitive skin in red color,['sensitive skin'],[],1
B084NFNNBH,grocery,meat & seafood,Trader Joe's Vegan Chicken-less Seasoning Salt,"Grocery & Gourmet Food › Food & Beverage Gifts › Herb, Spice & Seasoning Gifts",i'm looking for trader joe for buying groceries products,['trader joe'],[],1
B09NRNNG1Q,fashion,women's sandals,"Wedge Sandals for Women, Open Toe Cutout Anti Slip Ankle Strap High Heel Back Zipper Summer Bohemia Platform Sandals","Clothing, Shoes & Jewelry › Women › Shoes",i am looking for 2pink color anti slip women sandals,['anti slip'],['2pink'],1
B09HSTMV93,beauty,tongue cleaners,"Tongue Cleaner, Pure Copper U‑Shaped Curve Tongue Clean Scraper Maintain Oral Hygiene for Daily Use for Tongue Clean",Baby Products › Baby Care › Health › Toothbrushes,i am looking for a high quality and easy to clean tongue cleaner,"['easy clean', 'high quality']",[],1
B08TM8DKFR,grocery,grocery cookies,Tula Bakeshoppe Vegan Valentines Chocolate Peanut Butter Blondie Gourmet Cookie Favor Gifts for Men / Women / Couples / Doctor (4 Bars),Grocery & Gourmet Food › Food & Beverage Gifts › Bakery & Dessert Gifts,looking for cookie favor gifts with natural ingredients choose size 4 bars,['natural ingredients'],['4 bars'],1
B01F5W3IFQ,electronics,bluetooth speakers,"JBL Flip 3 Splashproof Portable Bluetooth Speaker, Gray (Renewed)",Electronics › Portable Audio & Video › Portable Speakers & Docks › Portable Bluetooth Speakers,i am looking for wireless bluetooth speaker.please choose gray one,['wireless bluetooth'],['gray'],1
B09HZVVCVZ,electronics,iphone accessories,"13peas for iPhone 13/Pro/Pro Max Case Solid Color Steel Slim Cover with Metal Frame，Anti-Scratch&Protective&Microfiber Lining Shell for Women Men (Blue, 13)","Cell Phones & Accessories › Cases, Holsters & Sleeves › Basic Cases",i would like a sierra blue 13 pro max phone case that has wireless charging,['wireless charging'],"['sierra blue', '13 pro max']",1
B07Q4SBPP4,garden,coffee tables,"ClickDecor Lydia Matte Black Wireframe Coffee Table, Modern Farmhouse Round Living Room Accent Furniture Distressed Wood Finish Tabletop, Fully Assembled, Brown",Home & Kitchen › Furniture › Living Room Furniture › Tables › Coffee Tables,"i'd like a brown wire-framed coffee table that i can put in my living room, fully assembled","['fully assembled', 'living room']",[],1
B09PR5QRN1,fashion,men's henleys,Retro Print Lapel Sweater Top for Men Casual Loose Warm Pullover Blouse Male Fashion Buttons V-neck Contrast Jumper T-shirt,,i would like a slim fit t-shirt that is xx-large and is the color blue2,['slim fit'],"['blue2', 'xx-large']",1
B09HWVCGBH,fashion,men's sweaters,Mens Color Block Sweaters Patchwork Stylish Big and Tall Knit Pullovers,,i want a loose fitting black pullover that is in a large,['loose fit'],"['z0104black', 'large']",1
B07PRN1F5X,grocery,meat snacks,Next Organics Dried Coconut 16 oz Bag (Pack of 3),Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Fruits › Dried Coconut,i am looking for dried coconut that is gluten free,['gluten free'],[],1
B008YQEOMM,beauty,hair treatment oils,"Hawaiian Silky Argan Oil Healing Conditioner Treatment, 6.8 fl oz - with Fatty Acids, Protein & Vitamin E - for Men&Woman HA06",Beauty & Personal Care › Hair Care › Hair Treatment Oils,i want to buy an argan oil hair treatment for damaged hair,"['argan oil', 'damaged hair']",[],1
B09C85PRKX,fashion,women's fashion hoodies & sweatshirts,Fashion Women Zip Up Hoodie Sweatshirts Long Sleeve Hoodies Pullover Jacket Tops with Pocket,"Clothing, Shoes & Jewelry › Women › Clothing › Fashion Hoodies & Sweatshirts",i would like to get a medium black long sleeve hoodie that's pretty loose,['long sleeve'],"['black loose', 'medium']",1
B00LVQPDGI,grocery,pantry staples,"Great River Organic Milling, Oatmeal, Regular Rolled Oats, Organic, 25-Pounds (Pack of 1)",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,"i am looking for certified organic regular rolled oats, 25 pound (pack of 1)",['certified organic'],['25 pound (pack of 1)'],1
B012KOJ61M,grocery,fruit snacks,"Banana Chips,thai Snack,healthy Snack,real Fruit 1.76 Oz.(50 G.)",Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Fruits › Dried Banana Chips,i want low fat banana chips,['low fat'],[],1
B0089OQ2YM,fashion,men's casual button-down shirts,Columbia Men's PFG Bahama II UPF 30 Short Sleeve Fishing Shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Active › Active Shirts & Tees › Button-Down Shirts",i am looking for a short sleeve fishing shirt with a button closure in the color emerald city and in the size 2x tall,['button closure'],"['emerald city', '2x tall']",1
B07KFHH7RX,garden,decorative pillows,Suike Aqua Peacock Feather Cute No shimmers Hidden Zipper Home Decorative Rectangle Throw Pillow Cover Cushion Case Standard 20x26 Inch Furniture Durable Design Furniture Pillowcase Printed,"Home & Kitchen › Bedding › Decorative Pillows, Inserts & Covers › Throw Pillow Covers","i want a morden art paint throw pillow cover size 20""*20"" color 02",['living room'],"['color 02', '20""x20""']",1
B00B041E0A,grocery,party mix,"Crystal Light Peach Mango Green Tea Drink Mix (60 Pitcher Packets, 12 Packs of 5)","Grocery & Gourmet Food › Beverages › Bottled Beverages, Water & Drink Mixes › Powdered Drink Mixes & Flavorings › Instant Breakfast Drinks",i'm looking for a package of green tea mix that has low calories and is zero sugar. i would also like it in a 48 count package,"['low calorie', 'zero sugar']",['48 count'],1
B07PJXGY87,fashion,women's pants,ALWAYS Women High Waisted Capri Leggings - Premium Buttery Soft Stretch Solid Basic Yoga Workout Pants,"Clothing, Shoes & Jewelry › Sport Specific Clothing › Yoga › Women › Leggings",i am looking for always women high waisted capri leggings,['high waist'],['small'],1
B084DSPNV5,beauty,deodorants & antiperspirants,"Swiss""Just"" Deo Roll-On Mallow Anti-Perspirant - 50ml",Beauty & Personal Care › Personal Care › Deodorants & Antiperspirants › Antiperspirant Deodorant,i would like some long lasting anti perspirant,"['anti perspirant', 'long lasting']",[],1
B0979YW9ZJ,garden,kitchen islands,Aipsun Glass Globe Pendant Light Fixture Farmhouse Hanging Pendant Lighting for Kitchen Island with Clear Glass Shade(Exclude Bulb),Tools & Home Improvement › Lighting & Ceiling Fans › Ceiling Lights › Pendant Lights,i want a aipsun clear glass globe pendant light fixture,['clear glass'],[],1
B07TTXZS9Z,grocery,sour creams,Shan Nihari Recipe and Seasoning Mix 2.1 oz (60g) - Spice Powder for Slow Cooked Traditional Meat Stew - Suitable for Vegetarians - Airtight Bag in a Box (Pack of 6),"Grocery & Gourmet Food › Pantry Staples › Herbs, Spices & Seasonings › Mixed Spices & Seasonings › Indian Seasoning",i am looking for an easy to use meat masala flavored seasoning mix for a traditional meat stew,['easy use'],['meat masala'],1
B09N7JTH4Q,garden,window coverings,Colorful Decorative Window Vinyl Dots European Window Tint Stained Glass Door Film Static Cling Reflective Window Decor 23.6Wx59L-inch x2 Pcs,Home & Kitchen › Home Décor Products › Window Treatments › Window Stickers & Films › Window Films,"i want to find decorative, multi-colored vinyl dots for my living room windows. the size should be 17.7 inches by 23.6 inches",['living room'],"['multi-003976', '17.7wx23.6l-inch x2 pcs']",1
B08RG81CT6,garden,hall trees,"Monarch Specialties Freestanding Metal Hall Tree - 3 Hooks - for Entryway Coat Rack, 72"" H, White",Home & Kitchen › Furniture › Entryway Furniture › Coat Racks,i want a coat rack with white finish,['white finish'],[],1
B08B485FBV,beauty,hair treatment oils,"Organic Neem Oil For Hair Growth. From Pure Neem Seed of India. Stop Hair Loss Now. Best Treatment for Hair Thinning. Hair Thickening Oils Conditioner. Great For Skin, Dandruff Reduction 1oz",Beauty & Personal Care › Hair Care › Hair Loss Products › Hair Regrowth Treatments,i need a 1 fl oz bottle of organic neem oil for hair growth,['hair growth'],['1 fl oz (pack of 1)'],1
B00F96L14Y,garden,area rugs,"Unique Loom Del Mar Collection Area Rug-Transitional Inspired with Modern Contemporary Design, 5 x 8 ft, Blue/Navy Blue","Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",i am looking for 2 ft x 6 ft runner size area rugs that are easy to clean,['easy clean'],['2 ft x 6 ft runner'],1
B072YYHYGB,garden,sconces,"Kuzco Lighting WS54615-BN Warwick - 15 Inch 10W 1 LED Wall Sconce, Brushed Nickel Finish with Seeded Glass",Tools & Home Improvement › Lighting & Ceiling Fans › Wall Lights › Wall Lamps & Sconces,find me a brushed nickel wall sconce,['brushed nickel'],[],1
B01460C2I2,beauty,hair cutting tools,S-noilite Clip in Hair Extension Human Hair Double Weft 8pcs 150g 20 Inch Jet Black Clip in Real Human Hair Extension for Women Adding Natural Volume Thick Clip in Extension #1,"Beauty & Personal Care › Hair Care › Hair Extensions, Wigs & Accessories › Hair Extensions","i'm shopping for number 4, medium brown hair extensions that i can use for hair styling. they should be about 14 inches long","['hair extensions', 'hair styling']","['#4 medium brown', '14 inch']",1
B09C2RM9XT,grocery,meat & seafood,"Tonnino Tuna Fillets Low Calorie and Gluten Free Yellowfin Jarred Premium Tuna in Olive Oil 6.7 oz (Tomato & Basil, 6.3 Ounce (Pack of 6))","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Meat, Poultry & Seafood › Seafood › Tuna Fish","i want to find a two-pack of jarred wild-caught tuna filets that are low calorie. the jars need to be 6.7 ounces, and ideally the flavor should be very garlicky","['wild caught', 'low calorie']","['garlic', '6.7 ounce (pack of 2)']",1
B075WXTQW8,grocery,"dairy, cheese & eggs","Simple Mills Almond Flour Crackers, Farmhouse Cheddar, Gluten Free, Flax Seed, Sunflower Seeds, Corn Free, Good for Snacks, Made with whole foods, pack of 3 4.25 Ounce (Packaging May Vary)",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Crackers › Assortments & Samplers,i'm looking for gluten free snack crackers in 4.25 ounce pack,['gluten free'],['4.25 ounce (pack of 1)'],1
B07T3RBK48,fashion,men's t-shirts,Care Bears Cheer Bear T-Shirt,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Men › Shirts › T-Shirts",i need a classic fit t-shirt. pick the royal blue one,['classic fit'],['royal blue'],1
B07B3XSZS9,garden,home office chairs,"AKRacing Core Series EX-Wide Gaming Chair with Wide Seat, High and Wide Backrest, Recliner, Swivel, Tilt, Rocker and Seat Height Adjustment Mechanisms with 5/10 warranty - Black/Blue",Home & Kitchen › Furniture › Game & Recreation Room Furniture › Gaming Chairs › Video Game Chairs,i would like a red video game chair with lumbar support,['lumbar support'],['red'],1
B085D4W8C7,garden,wall art,Happiness Is A Bubble Bath Dog In Tub Word Design,Home & Kitchen › Wall Art › Posters & Prints,i am looking for a wood finish posters for my living room. and i would go for 30 x 40 size,['wood finish'],['30 x 40'],1
B08157ZH8F,fashion,women's oxfords,MIOKE Women's Vintage Round Toe Pump Oxfords Brogue Wingtip Slip On Platform Chunky Block Heel Dress Shoes,"Clothing, Shoes & Jewelry › Women › Shoes › Oxfords",i would like some rubber sole oxfords that are tan and a size 9,['rubber sole'],"['tan', '9']",1
B09HWQ4H85,beauty,hair masks,Bellisso ​Biotin Hair Conditioner Mask ​with​ Argan Oil ​for​ Dry Damaged Hair and Scalp Massager and Wet Shampoo Brush - Soft Silicone Hair Scrubber,Beauty & Personal Care › Hair Care › Styling Tools & Appliances › Hair Brushes,i would like a hair brush that's good for damaged hair,['damaged hair'],[],1
B07H6V8Q75,fashion,men's dress shirts,ZIMEGO Men's 3/4 Sleeve Baseball Football College Athletic Button Henley Shirts,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty",i would like a 2xl navy grey shirt i can wash in a machine,['machine wash'],"['navy grey', 'xx-large']",1
B08N9XVKWK,garden,bedroom sets,"Sven & Son Bliss Split King Adjustable Bed Frame (Electric Bed with Lumbar Support) + 14"" Cool Gel Memory Foam Hybrid Mattress and Adjustable Bed Split King","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Bases & Foundations › Adjustable Bases",i am interested in buying a king sized bed with memory foam and which provides lumbar support,"['memory foam', 'lumbar support']",['king'],1
B0091F0XR0,beauty,makeup remover,"Veil Cosmetics Complexion Fix Oil-Free Concealer, Highlighter, & Under Eye Corrector To Help Conceal Dark Circles And Blemishes | Vegan & Cruelty-Free | Paraben-Free (2P Light Pink)",Beauty & Personal Care › Makeup › Face › Concealers & Neutralizers,"i want to find oil-free concealer that has a light, neutral color",['oil free'],['2n light neutral'],1
